Input Sentences,Output Sentences
నవ వధువులకు బ్యాట్లు గిఫ్టుగా ఇచ్చిన మంత్రి!,నవ వధువులకు బ్యాట్లు గిఫ్టుగా ఇచ్చిన మంత్రి!
కర్ణాటక ఎమ్మెల్సీ ఎన్నికల్లో సగం స్థానాలు కాంగ్రెస్ కైవసం,కర్ణాటక ఎమ్మెల్సీ ఎన్నికల్లో సగం స్థానాలు కాంగ్రెస్ కైవసం
కేసీఆర్ పై పవన్ వ్యాఖ్యలు: మెగా ఫ్యామిలీకి చిక్కులు,కేసీఆర్ పై పవన్ వ్యాఖ్యలు: మెగా ఫ్యామిలీకి చిక్కులు
కేబినెట్ భేటీ అనంతరం మీడియా సమావేశంలో కెసిఆర్,కేబినెట్ భేటీ అనంతరం మీడియా సమావేశంలో కెసిఆర్
ఖాళీగా ఉన్న ప్రభుత్వ ఉద్యోగాలు భర్తీ చేయలేదు,ఖాళీగా ఉన్న ప్రభుత్వ ఉద్యోగాలు భర్తీ చేయలేదు
"ఎన్జీటి ఆదేశాల మేరకు అనేక చర్యలు, పలు కంపెనీలకు నోటీసులు జారీ","ఎన్జీటి ఆదేశాల మేరకు అనేక చర్యలు, పలు కంపెనీలకు నోటీసులు జారీ"
టోర్నీ రద్దవడంతో రానున్న ఇన్సూరెన్స్ సొమ్ము,టోర్నీ రద్దవడంతో రానున్న ఇన్సూరెన్స్ సొమ్ము
ప్రతి నిమిషం గండమేః హెల్త్ డైరెక్టర్ డా జి శ్రీనివాసరావు,ప్రతి నిమిషం గండమేః హెల్త్ డైరెక్టర్ డా జి శ్రీనివాసరావు
"బీజేపీ, టీఎంసీలపై పోరాడాలంటూ శ్రేణులకు పిలుపు","బీజేపీ, టీఎంసీలపై పోరాడాలంటూ శ్రేణులకు పిలుపు"
ఉగాది నుండి గోచార శని సంచారం ద్వాదశ రాశుల వారి పై చూపే ప్రభావం మరియు పరిహారాలు ఆఖరున ఇవ్వడమైనది,ఉగాది నుండి గోచార శని సంచారం ద్వాదశ రాశుల వారి పై చూపే ప్రభావం మరియు పరిహారాలు ఆఖరున ఇవ్వడమైనది
విజయవాడ నుంచి చంద్రబాబు పాలన చేస్తే ఏం ఒరుగుతుంది?: రఘువీరా,విజయవాడ నుంచి చంద్రబాబు పాలన చేస్తే ఏం ఒరుగుతుంది?: రఘువీరా
ఎస్ఈసీ నిమ్మగడ్డపై మంత్రి బొత్స ఫైర్,ఎస్ఈసీ నిమ్మగడ్డపై మంత్రి బొత్స ఫైర్
సీపీఐ నేత మోహన్ చిన్న కుమారుడే సోషలిజం,సీపీఐ నేత మోహన్ చిన్న కుమారుడే సోషలిజం
ఐస్ క్రీం - మూడు వందల గ్రాముల;,ఐస్ క్రీం - మూడు వందల గ్రాముల;
"కమల్, సిద్దూ ఫోటోకు కామిడీ ట్వీట్","కమల్, సిద్దూ ఫోటోకు కామిడీ ట్వీట్"
ప్రతిచోట తెలుగు వినిపించాలి : సీఎం,ప్రతిచోట తెలుగు వినిపించాలి : సీఎం
